1,vs_PreProduccion_bdvnet_workers,1,10.1.10.40,1,,,,,,,,,,,,,1000
2,vs_bdvnet_master-centos,1, 172.27.4.40 ,1,,,,,,,,,,,,,1000
3,vs_bdvnet_identity-centos ,1, 172.27.2.20,1,,,,,,,,,,,,,1000
